Energiequelle;Leistung in kW
biomass;625
biomass;549
biomass;600
biomass;635
biomass;717
biomass;150
biomass;220
biomass;1086
biomass;600
biomass;265
biomass;191
biomass;600
biomass;600
biomass;600
biomass;600
biomass;600
biomass;600
biomass;500
biomass;600
biomass;600
biomass;20
biomass;510
biomass;2
